Date, Station, CAPE, CINS
 00Z 10 Sep 2015,  72293,  47.62,  -251.83
 12Z 10 Sep 2015,  72293,  69.61,  -342.44
 00Z 11 Sep 2015,  72293,  220.74,  -108.15
 12Z 11 Sep 2015,  72293,  2.19,  -384.92
 00Z 12 Sep 2015,  72293,  0.00,  0.00
 12Z 12 Sep 2015,  72293,  0.00,  0.00
 00Z 13 Sep 2015,  72293,  4.81,  -453.06
 12Z 13 Sep 2015,  72293,  0.00,  0.00
 00Z 14 Sep 2015,  72293,  0.00,  0.00
 12Z 14 Sep 2015,  72293,  0.00,  0.00
 00Z 15 Sep 2015,  72293,  132.90,  -0.07
 12Z 15 Sep 2015,  72293,  115.56,  -1.58
 00Z 16 Sep 2015,  72293,  128.08,  -1.41
 12Z 16 Sep 2015,  72293,  0.21,  -3.47
 00Z 17 Sep 2015,  72293,  0.00,  0.00
 12Z 17 Sep 2015,  72293,  0.31,  -0.29
 00Z 18 Sep 2015,  72293,  0.00,  0.00
 12Z 18 Sep 2015,  72293,  0.00,  0.00
 00Z 19 Sep 2015,  72293,  0.00,  0.00
 12Z 19 Sep 2015,  72293,  0.04,  -1087.62
 00Z 20 Sep 2015,  72293,  811.78,  -400.23
 12Z 20 Sep 2015,  72293,  233.49,  -642.92
 00Z 21 Sep 2015,  72293,  181.44,  -527.64
 12Z 21 Sep 2015,  72293,  7.02,  -765.84
 00Z 22 Sep 2015,  72293,  7.55,  -428.03
 12Z 22 Sep 2015,  72293,  0.00,  0.00
 00Z 23 Sep 2015,  72293,  0.00,  0.00
 12Z 23 Sep 2015,  72293,  0.00,  0.00
 00Z 24 Sep 2015,  72293,  0.00,  0.00
 12Z 24 Sep 2015,  72293,  0.00,  0.00
 00Z 25 Sep 2015,  72293,  0.00,  0.00
 12Z 25 Sep 2015,  72293,  0.00,  0.00
 00Z 26 Sep 2015,  72293,  0.00,  0.00
 12Z 26 Sep 2015,  72293,  0.00,  0.00
 00Z 27 Sep 2015,  72293,  0.00,  0.00
 12Z 27 Sep 2015,  72293,  0.00,  0.00
 00Z 28 Sep 2015,  72293,  0.00,  0.00
 12Z 28 Sep 2015,  72293,  0.00,  0.00
 00Z 29 Sep 2015,  72293,  0.00,  0.00
 12Z 29 Sep 2015,  72293,  0.00,  0.00
 00Z 30 Sep 2015,  72293,  0.00,  0.00
 12Z 30 Sep 2015,  72293,  0.00,  0.00
 00Z 01 Oct 2015,  72293,  0.00,  0.00
 12Z 01 Oct 2015,  72293,  0.00,  0.00
 00Z 02 Oct 2015,  72293,  0.00,  0.00
 12Z 02 Oct 2015,  72293,  13.70,  0.00
 00Z 03 Oct 2015,  72293,  0.00,  0.00
 12Z 03 Oct 2015,  72293,  0.00,  0.00
 00Z 04 Oct 2015,  72293,  0.00,  0.00
 12Z 04 Oct 2015,  72293,  99.33,  0.00
 00Z 05 Oct 2015,  72293,  76.94,  -0.44
 12Z 05 Oct 2015,  72293,  94.59,  -6.01
 00Z 06 Oct 2015,  72293,  156.57,  -0.90
 12Z 06 Oct 2015,  72293,  0.25,  -42.42
 00Z 07 Oct 2015,  72293,  23.81,  -34.62
 12Z 07 Oct 2015,  72293,  10.60,  -105.29
 00Z 08 Oct 2015,  72293,  0.21,  -222.49
 12Z 08 Oct 2015,  72293,  0.00,  0.00
 00Z 09 Oct 2015,  72293,  0.00,  0.00
 12Z 09 Oct 2015,  72293,  0.00,  0.00
 00Z 10 Oct 2015,  72293,  0.00,  0.00
 12Z 10 Oct 2015,  72293,  0.00,  0.00
 00Z 11 Oct 2015,  72293,  0.00,  0.00
 12Z 11 Oct 2015,  72293,  0.00,  0.00
 00Z 12 Oct 2015,  72293,  0.00,  0.00
 12Z 12 Oct 2015,  72293,  0.00,  0.00
 00Z 13 Oct 2015,  72293,  0.00,  0.00
 12Z 13 Oct 2015,  72293,  119.31,  -199.84
 00Z 14 Oct 2015,  72293,  941.93,  -173.02
 12Z 14 Oct 2015,  72293,  994.23,  -187.33
 00Z 15 Oct 2015,  72293,  1224.34,  -195.98
 12Z 15 Oct 2015,  72293,  900.13,  -0.53
 00Z 16 Oct 2015,  72293,  696.24,  -136.52
 12Z 16 Oct 2015,  72293,  484.61,  0.00
 00Z 17 Oct 2015,  72293,  463.33,  -2.56
 12Z 17 Oct 2015,  72293,  234.08,  -0.18
 00Z 18 Oct 2015,  72293,  996.33,  -65.75
 12Z 18 Oct 2015,  72293,  935.45,  0.00
 00Z 19 Oct 2015,  72293,  670.18,  -0.41
 12Z 19 Oct 2015,  72293,  25.88,  -0.84
 00Z 20 Oct 2015,  72293,  3.49,  -2.67
 12Z 20 Oct 2015,  72293,  277.85,  -5.18
 00Z 21 Oct 2015,  72293,  438.28,  -71.24
 12Z 21 Oct 2015,  72293,  299.99,  -99.74
 00Z 22 Oct 2015,  72293,  508.43,  -52.43
 12Z 22 Oct 2015,  72293,  35.58,  -128.91
 00Z 23 Oct 2015,  72293,  496.25,  -42.68
 12Z 23 Oct 2015,  72293,  2.59,  -334.45
 00Z 24 Oct 2015,  72293,  0.00,  0.00
 12Z 24 Oct 2015,  72293,  0.00,  0.00
 00Z 25 Oct 2015,  72293,  0.00,  0.00
 12Z 25 Oct 2015,  72293,  0.00,  0.00
 00Z 26 Oct 2015,  72293,  0.00,  0.00
 12Z 26 Oct 2015,  72293,  0.00,  0.00
 00Z 27 Oct 2015,  72293,  0.00,  0.00
 12Z 27 Oct 2015,  72293,  0.00,  0.00
 00Z 28 Oct 2015,  72293,  0.00,  0.00
 12Z 28 Oct 2015,  72293,  0.00,  0.00
 00Z 29 Oct 2015,  72293,  17.16,  -460.24
 12Z 29 Oct 2015,  72293,  653.30,  0.00
 00Z 30 Oct 2015,  72293,  0.54,  -195.11
 12Z 30 Oct 2015,  72293,  0.00,  0.00
 00Z 31 Oct 2015,  72293,  0.00,  0.00
 12Z 31 Oct 2015,  72293,  0.00,  0.00
 00Z 01 Nov 2015,  72293,  0.00,  0.00
 12Z 01 Nov 2015,  72293,  0.00,  0.00
 00Z 02 Nov 2015,  72293,  0.00,  0.00
 12Z 02 Nov 2015,  72293,  0.00,  0.00
 00Z 03 Nov 2015,  72293,  9.11,  -2.50
 12Z 03 Nov 2015,  72293,  50.91,  -2.83
 00Z 04 Nov 2015,  72293,  95.18,  -4.75
 12Z 04 Nov 2015,  72293,  34.43,  -64.78
 00Z 05 Nov 2015,  72293,  17.28,  -5.75
 12Z 05 Nov 2015,  72293,  0.00,  0.00
 00Z 06 Nov 2015,  72293,  0.00,  0.00
 12Z 06 Nov 2015,  72293,  0.00,  0.00
 00Z 07 Nov 2015,  72293,  0.00,  0.00
 12Z 07 Nov 2015,  72293,  0.00,  0.00
 00Z 08 Nov 2015,  72293,  0.00,  0.00
 12Z 08 Nov 2015,  72293,  0.00,  0.00
 00Z 09 Nov 2015,  72293,  0.00,  0.00
 12Z 09 Nov 2015,  72293,  4.27,  -2.82
 00Z 10 Nov 2015,  72293,  26.03,  -2.01
 12Z 10 Nov 2015,  72293,  87.23,  -8.35
 00Z 11 Nov 2015,  72293,  62.30,  0.00
 12Z 11 Nov 2015,  72293,  0.00,  0.00
 00Z 12 Nov 2015,  72293,  0.00,  0.00
 12Z 12 Nov 2015,  72293,  0.00,  0.00
 00Z 13 Nov 2015,  72293,  0.00,  0.00
 12Z 13 Nov 2015,  72293,  0.00,  0.00
 00Z 14 Nov 2015,  72293,  0.00,  0.00
 12Z 14 Nov 2015,  72293,  0.00,  0.00
 00Z 15 Nov 2015,  72293,  0.00,  0.00
 12Z 15 Nov 2015,  72293,  0.00,  0.00
 00Z 16 Nov 2015,  72293,  85.46,  0.00
 12Z 16 Nov 2015,  72293,  227.67,  -7.59
 00Z 17 Nov 2015,  72293,  0.00,  0.00
 12Z 17 Nov 2015,  72293,  0.00,  0.00
 00Z 18 Nov 2015,  72293,  0.00,  0.00
 12Z 18 Nov 2015,  72293,  0.00,  0.00
 00Z 19 Nov 2015,  72293,  0.00,  0.00
 12Z 19 Nov 2015,  72293,  0.00,  0.00
 00Z 20 Nov 2015,  72293,  0.00,  0.00
 12Z 20 Nov 2015,  72293,  0.00,  0.00
 00Z 21 Nov 2015,  72293,  0.00,  0.00
 12Z 21 Nov 2015,  72293,  0.00,  0.00
 00Z 22 Nov 2015,  72293,  0.00,  0.00
 12Z 22 Nov 2015,  72293,  0.00,  0.00
 00Z 23 Nov 2015,  72293,  0.00,  0.00
 12Z 23 Nov 2015,  72293,  0.00,  0.00
 00Z 24 Nov 2015,  72293,  0.00,  0.00
 12Z 24 Nov 2015,  72293,  0.00,  0.00
 00Z 25 Nov 2015,  72293,  0.00,  0.00
 12Z 25 Nov 2015,  72293,  12.55,  -1.24
 00Z 26 Nov 2015,  72293,  21.95,  -0.76
 12Z 26 Nov 2015,  72293,  3.70,  -15.73
 00Z 27 Nov 2015,  72293,  0.00,  0.00
 12Z 27 Nov 2015,  72293,  25.05,  -10.76
 00Z 28 Nov 2015,  72293,  61.19,  -13.60
 12Z 28 Nov 2015,  72293,  2.63,  -37.75
 00Z 29 Nov 2015,  72293,  0.00,  0.00
 12Z 29 Nov 2015,  72293,  0.00,  0.00
 00Z 30 Nov 2015,  72293,  0.00,  0.00
 12Z 30 Nov 2015,  72293,  0.00,  0.00
 00Z 01 Dec 2015,  72293,  0.00,  0.00
 12Z 01 Dec 2015,  72293,  0.00,  0.00
 00Z 02 Dec 2015,  72293,  0.00,  0.00
 12Z 02 Dec 2015,  72293,  0.00,  0.00
 00Z 03 Dec 2015,  72293,  0.00,  0.00
 12Z 03 Dec 2015,  72293,  0.00,  0.00
 00Z 04 Dec 2015,  72293,  0.00,  0.00
 12Z 04 Dec 2015,  72293,  0.00,  0.00
 00Z 05 Dec 2015,  72293,  0.00,  0.00
 12Z 05 Dec 2015,  72293,  0.00,  0.00
 00Z 06 Dec 2015,  72293,  0.00,  0.00
 12Z 06 Dec 2015,  72293,  0.00,  0.00
 00Z 07 Dec 2015,  72293,  0.00,  0.00
 12Z 07 Dec 2015,  72293,  0.00,  0.00
 00Z 08 Dec 2015,  72293,  0.00,  0.00
 12Z 08 Dec 2015,  72293,  0.00,  0.00
 00Z 09 Dec 2015,  72293,  0.00,  0.00
 12Z 09 Dec 2015,  72293,  0.00,  0.00
 00Z 10 Dec 2015,  72293,  0.00,  0.00
 12Z 10 Dec 2015,  72293,  0.00,  0.00
 00Z 11 Dec 2015,  72293,  0.00,  0.00
 12Z 11 Dec 2015,  72293,  86.87,  -0.88
 00Z 12 Dec 2015,  72293,  185.97,  -1.21
 12Z 12 Dec 2015,  72293,  0.00,  0.00
 00Z 13 Dec 2015,  72293,  0.00,  0.00
 12Z 13 Dec 2015,  72293,  0.00,  0.00
 00Z 14 Dec 2015,  72293,  6.19,  -0.53
 12Z 14 Dec 2015,  72293,  39.86,  -4.91
 00Z 15 Dec 2015,  72293,  0.00,  0.00
 12Z 15 Dec 2015,  72293,  0.00,  0.00
 00Z 16 Dec 2015,  72293,  0.00,  0.00
 12Z 16 Dec 2015,  72293,  0.00,  0.00
 00Z 17 Dec 2015,  72293,  0.00,  0.00
 12Z 17 Dec 2015,  72293,  0.00,  0.00
 00Z 18 Dec 2015,  72293,  0.00,  0.00
 12Z 18 Dec 2015,  72293,  0.00,  0.00
 00Z 19 Dec 2015,  72293,  0.00,  0.00
 12Z 19 Dec 2015,  72293,  0.00,  0.00
 00Z 20 Dec 2015,  72293,  20.73,  -0.44
 12Z 20 Dec 2015,  72293,  39.40,  -4.35
 00Z 21 Dec 2015,  72293,  0.00,  0.00
 12Z 21 Dec 2015,  72293,  0.00,  0.00
 00Z 22 Dec 2015,  72293,  0.00,  0.00
 12Z 22 Dec 2015,  72293,  0.01,  -3.91
 00Z 23 Dec 2015,  72293,  7.25,  -0.33
 12Z 23 Dec 2015,  72293,  8.71,  -0.09
 00Z 24 Dec 2015,  72293,  21.21,  0.00
 12Z 24 Dec 2015,  72293,  0.32,  -17.83
 00Z 25 Dec 2015,  72293,  6.99,  0.00
 12Z 25 Dec 2015,  72293,  37.18,  -11.11
 00Z 26 Dec 2015,  72293,  0.00,  0.00
 12Z 26 Dec 2015,  72293,  0.00,  0.00
 00Z 27 Dec 2015,  72293,  0.00,  0.00
 12Z 27 Dec 2015,  72293,  0.00,  0.00
 00Z 28 Dec 2015,  72293,  0.00,  0.00
 12Z 28 Dec 2015,  72293,  0.00,  0.00
 00Z 29 Dec 2015,  72293,  3.27,  0.00
 12Z 29 Dec 2015,  72293,  0.00,  0.00
 00Z 30 Dec 2015,  72293,  0.00,  0.00
 12Z 30 Dec 2015,  72293,  0.00,  0.00
 00Z 31 Dec 2015,  72293,  0.00,  0.00
 12Z 31 Dec 2015,  72293,  0.00,  0.00
